index,genre,caption,predicted_genre,top_1_similarity,top_1_genre,top_2_genre,top_2_similarity,top_3_genre,top_3_similarity,top_4_genre,top_4_similarity,top_5_genre,top_5_similarity
10,hiphop,"This is a hip-hop dance music piece. There is a male vocalist who is singing in a flamboyant manner. There is an electric guitar playing the melody joined by a strong bass sound. There is a groovy, urban atmosphere. This piece can be used as an accompaniment piece in modern dancing courses.",reggae,0.9245977401733398,reggae,disco,0.9212453961372375,jazz,0.9209246039390564,hiphop,0.865339994430542,pop,0.8053995370864868
11,classical,"The song is instrumental. The tempo is medium with sitars and other stringed instruments playing in unison, tabla percussions and a harmonium playing the lead. The song is a classic hindustaani instrumental.",jazz,0.9235349893569946,jazz,country,0.8939496874809265,disco,0.8852334022521973,pop,0.8740212917327881,rock,0.8327547907829285
12,blues,This song contains someone playing a blues melody on the acoustic piano along with an e-guitar and an e-bass. The acoustic drums are playing a constant rhythm while male deep voice is backed by higher sounding male voices singing harmonies along with him. Then a male voice starts talking that seems not to be part of the musical composition. This song may be playing in a cafe.,jazz,0.9120444655418396,jazz,reggae,0.9026854038238525,blues,0.8297847509384155,pop,0.7993707656860352,disco,0.7961696982383728
13,blues,This instrumental song features a guitar played clean in the beginning and then switching to an overdrive sound. There are no other instruments in this song. There are no voices in this song. The mood of this song is bluesy.,blues,0.8775554895401001,blues,reggae,0.8510565757751465,jazz,0.8510404825210571,disco,0.8161032199859619,hiphop,0.7482784986495972
14,hiphop,This is a comedic hip-hop music piece. There is a male vocal rapping in the lead. The melody in the beat is being played by the piano and the electric guitar while a bass guitar plays in the background. The rhythm is provided by an electronic drum beat. The piece has an amusing aura to it. It could be used in the background of funny social media content.,reggae,0.9502363801002502,reggae,hiphop,0.8647513389587402,jazz,0.831976592540741,disco,0.8289034962654114,pop,0.8127025365829468
15,metal,This is an instrumental harp cover of a heavy metal music piece. The atmosphere of the recording is lively. This piece could be used in the soundtrack of an arcade video game. It could also be sampled for use in beat-making.,disco,0.9381636381149292,disco,hiphop,0.9035718441009521,pop,0.8897597789764404,jazz,0.8848437070846558,reggae,0.8492274284362793
16,rock,A drone sound is playing in the lower to mid range as an intro before the song starts with a high pitched bell sound with a very long release time and acoustic drums that sounds like playing behind a closed door. This song may be playing in a club.,reggae,0.8724632859230042,reggae,blues,0.80903160572052,jazz,0.807512104511261,hiphop,0.7976690530776978,disco,0.7814420461654663
17,jazz,"This is an instrumental jazz music piece. The main theme is being played on a theremin while there is a keyboard and an upright bass in the melodic background. For the rhythm, there is an acoustic swing jazz drum beat. There is an avant-garde feel to this piece. It could be used in the soundtrack of a sci-fi movie or a TV show. It could also be played in the soundtracks of video games with an outer space setting.",jazz,0.933478593826294,jazz,reggae,0.9140538573265076,disco,0.8841460943222046,pop,0.8499868512153625,hiphop,0.8390356302261353
18,blues,The song is an instrumental. The tempo is medium with an electric guitar playing a blues solo with an effects pedal and amplifier. The solo is heartfelt and has a lot of soul and spirit to it. The audio quality is bad.,reggae,0.8721098899841309,reggae,blues,0.859370231628418,jazz,0.8422220945358276,disco,0.7906332015991211,hiphop,0.740777850151062
19,classical,"A classical, slightly jazzy piano is playing a lovely composition with a lot of reverb. During the song you can hear footsteps. Someone is running through water. Then at the end someone is burping really loud. This whole composition with the burping could be part of a funny embarrassing scene in a movie.",jazz,0.9358227252960205,jazz,reggae,0.8942430019378662,pop,0.8846741914749146,disco,0.8576263189315796,hiphop,0.7855850458145142
20,jazz,"The Video Game Sound recording features a lot of in-game sound effects of the main character and his surroundings, followed by background, jazzy music in the background. The music contains funky piano chord progression, groovy bass and uptempo drums. There are some man grunts sound effects, funny spring sound effects, some beeping sound effects and at the very end of the loop a gun reload sound effect.",rock,0.8861317038536072,rock,blues,0.8570336103439331,country,0.7950732707977295,pop,0.7726150751113892,metal,0.7666977643966675
21,reggae,"The low quality recording features a reggae song sung by low flat male vocals, followed by repetitive synth lead melody, groovy bass, vocal chants, claps, punchy kick hits, shimmering hi hats and open hats. It sounds energetic, suspenseful and it is in mono. At one point the vocal cracks and it sounds out of tune for a split second.",reggae,0.9654523134231567,reggae,jazz,0.8598020076751709,disco,0.8529976606369019,hiphop,0.8399155139923096,pop,0.7717432975769043
22,pop,"The low quality recording features a pop folk song that consists of passionate female vocal singing over repetitive flute licks, stuttering hi hats, groovy piano chords, claps and a riser sweep. It sounds energetic and kind of addictive, thanks to those interesting melodies and a fairly repetitive female vocal.",pop,0.868263840675354,pop,jazz,0.867449164390564,reggae,0.866341233253479,blues,0.8366550207138062,disco,0.8007906675338745
23,country,"This music is instrumental. The tempo is slow with an acoustic guitar harmony, loud electric guitar feedback and fiddle. The music is intense, rugged, vivid, melancholic, pensive, raw, powerful, emphatic and strong. This music is classic Blues Country Music.",blues,0.9084951877593994,blues,jazz,0.7658802270889282,reggae,0.7399646043777466,disco,0.6591403484344482,rock,0.6373171210289001
24,pop,The low quality recording features a pop song that consists of harmonizing vocals singing over punchy snare and kick hits and shimmering cymbals. It sounds energetic and exciting.,hiphop,0.9111140966415405,hiphop,pop,0.9109162092208862,reggae,0.9096142649650574,disco,0.8941977024078369,jazz,0.868353545665741
25,blues,"A female singer sings this soulful song. The song is slow tempo with piano accompaniment, strong bass line and groovy jazz drumming. The song is soulful and emotional. The song is a blues jazz song.",jazz,0.9092327952384949,jazz,reggae,0.9012069702148438,blues,0.8649320602416992,disco,0.8190568685531616,pop,0.7644650340080261
26,rock,This is an amateur recording of a guitar solo for a rock music piece. The solo is being played on an overdriven electric guitar while the piano and the bass guitar in the backing track play the main tune. There is a 6/8 rock beat played on the acoustic drums for the rhythm section. There is a raw feel to it. The piece can be used to gather electric guitar samples to be used in beat-making.,jazz,0.923930287361145,jazz,reggae,0.8846139907836914,disco,0.8844855427742004,blues,0.8527201414108276,hiphop,0.8250526785850525
27,rock,The low quality recording features an echoing electric guitar playing rock solo melody. The recording is noisy and in mono. It sounds passionate.,jazz,0.8763891458511353,jazz,disco,0.8746339082717896,blues,0.8483107089996338,rock,0.8332890272140503,country,0.8092182278633118
28,metal,"The Metal song features a repetitive, aggressive male vocal screaming over wide, aggressive electric guitar chords, distorted bass guitar, punchy snare and kick hits and energetic cymbals. There is a toms roll at the end of the loop. It sounds aggressive, energetic and manic - like something you would jump into a mosh pit at the concert.",metal,0.8802099227905273,metal,rock,0.8076587915420532,blues,0.7665423154830933,disco,0.6878732442855835,hiphop,0.6622289419174194
29,hiphop,"A male singer sings this rap vocals with backup singers in harmony. The song is medium tempo with typing and beeping tones, followed by steady drumming rhythm, groovy bass and keyboard harmony. The song is energetic and exciting. The song has a home video intro followed by a rap song.",reggae,0.9105457663536072,reggae,hiphop,0.9021207094192505,pop,0.8677471876144409,disco,0.8294854760169983,jazz,0.7854984998703003
30,country,"This is a country music piece. There is a female vocalist singing melodically at the forefront. The melodic background consists of the electric guitar, the bass guitar and the piano. The rhythmic background is provided by a simple acoustic drum beat. The atmosphere is upbeat and easygoing. This piece could be playing in the background at a rock bar. It could also work well as an advertisement jingle.",blues,0.8360120058059692,blues,jazz,0.8333677649497986,reggae,0.831104576587677,pop,0.688926100730896,disco,0.6547054052352905
31,metal,"This music is an electric guitar lead instrumental. The tempo is slow with no accompaniment and ambient sounds like a popping and swishing sound. The music is a rhythmic, controlled, pleasant, melancholic, sentimental and emotional Electric guitar solo.",blues,0.8765237331390381,blues,disco,0.8757132887840271,jazz,0.8650369644165039,reggae,0.8088488578796387,rock,0.7967456579208374
32,jazz,This is a series of clips - a compilation. The compilation is separated by the telephone beep tone. One of the clips is orchestral strings playing a motif that would be used when something shocking or suspenseful happens. The other clip contains a jazzy saxophone motif. There is also a sultry woman speaking sassily with some upbeat percussion under her vocal.,jazz,0.8994501829147339,jazz,reggae,0.8841226696968079,pop,0.8617353439331055,disco,0.8466753959655762,hiphop,0.8083409667015076
33,hiphop,This is a pop music piece. There is a male vocalist singing at a medium-to-high pitch in the lead. There is a melodic pad and an electric guitar sound providing the melody. A strong bass sound can be heard playing. The rhythm consists of a simple electronic drum beat. The atmosphere is energetic and danceable. This piece can be played at nightclubs and dance clubs. It could also be used during club scenes in movies.,reggae,0.9071255922317505,reggae,pop,0.8725829124450684,disco,0.8666852712631226,jazz,0.8649362921714783,hiphop,0.8617118000984192
34,pop,"This music is instrumental. The tempo is medium fast with a melodic keyboard harmony, punchy drumming, funky bass lines, and rhythmic acoustic guitar, whistle harmony and clapping and fingers snapping.The melody is simple, sunny, warm, energetic and youthful with a retro vibe. This music is classic Pop.",reggae,0.94136643409729,reggae,disco,0.8628717064857483,jazz,0.8564161062240601,hiphop,0.8486452102661133,pop,0.844944953918457
35,country,"This features two clips from country songs. The first song is upbeat, and suitable for rhythmic and groovy dancing. The second song is slower and features a group of male vocalists harmonising. The overall feeling is a country midwestern feel.",reggae,0.8954593539237976,reggae,jazz,0.7999188303947449,pop,0.7430356740951538,hiphop,0.729377269744873,blues,0.7185651659965515
36,reggae,"A female singer sings this passionate melody. The song is medium tempo with steady drumming rhythm, groovy bass line, Caribbean percussion, guitar accompaniment and a brass band playing percussively. The song is emotional and spirited. The song is a classic renege hit.",reggae,0.9388092160224915,reggae,jazz,0.9035760164260864,disco,0.8748134970664978,pop,0.8675282597541809,hiphop,0.85010826587677
37,jazz,A male singer sings this vocals with a vocoder. The song is medium tempo with a groovy techno drumming rhythm and keyboard accompaniment. The song is passionate but an amateurish production. The audio quality is very poor.,pop,0.9283759593963623,pop,hiphop,0.8932071328163147,reggae,0.8859323263168335,disco,0.8679187297821045,jazz,0.8554190397262573
38,hiphop,"The low quality recording features wide scratching effects of an uptempo hip hop song that contains repetitive male vocal, wooden percussive elements, siren sound effect and energetic drums. It sounds energetic, muffled and a bit harsh due to loud scratchings.",hiphop,0.927841305732727,hiphop,disco,0.8789314031600952,reggae,0.8688804507255554,pop,0.8096787929534912,jazz,0.76513671875
39,country,This song features a pedal steel guitar playing the main melody. This starts off with a slide to a high register followed by plucking low register strings. This is accompanied by percussion playing a simple beat in common time. An acoustic guitar strums chords in the background. The bass guitar plays the root notes of the chords. This song is at a slow tempo. There are no voices in this song. This is an instrumental song with a Country feel. This song can be played in a coffee shop.,reggae,0.9110618233680725,reggae,jazz,0.8747080564498901,blues,0.8404613733291626,disco,0.7835372090339661,hiphop,0.754020094871521
40,metal,The song is an instrumental. The song is fast tempo with distorted guitars playing in rhythm. The song is energetic and an amateurish performance. The song is of very poor quality with audio noise and hissing sound.,disco,0.8542701601982117,disco,blues,0.8453360199928284,jazz,0.8391744494438171,rock,0.8346165418624878,pop,0.8276164531707764
41,jazz,"A male vocalist sings this Jazz melody. The tempo is medium with a jazz style piano and drumming, groovy bass line, tambourine beats and vocal backup. The harmony is syncopated and complex. It is ambient, atmospheric, punchy, emphatic and enjoyable.",jazz,0.9192047119140625,jazz,reggae,0.8978496193885803,disco,0.8666530847549438,blues,0.8435094952583313,pop,0.8064359426498413
42,hiphop,"A male vocalist sings this spirited rap. The tempo is medium with keyboard accompaniment, digital drums,electric guitar riff and synthesiser arrangements with vocal backup. The song is passionate, compelling, strong telling, chanting, persuasive and youthful. This song is Contemporary Rap-Hip-Hop.",reggae,0.8949647545814514,reggae,hiphop,0.8652888536453247,disco,0.8101584911346436,pop,0.7530492544174194,jazz,0.7220160365104675
43,pop,"A female vocalist sings this lively Children’s Song. The tempo is fast with a cheerful acoustic guitar and ukulele accompaniment along with clapping. The song is lively, upbeat, engaging, energetic, simple and enthusiastic. The song is a children’s nursery rhyme with the catchy , simple tune and lyrics meant to make learning fun. It is engaging, interactive, instructional, educational teaching coordination.",jazz,0.8900399208068848,jazz,pop,0.8884299397468567,reggae,0.8328630924224854,country,0.7894138097763062,disco,0.7891669273376465
44,hiphop,"This is an excerpt from a music show. There is a female voice narrating an event that took place. In the background, there is hip-hop music playing. A male vocal can be heard rapping. The melody is being played by a synth sound. There is a strong bass in the piece. The rhythm is played by the electronic drums. This piece could be used as an advertisement jingle for a sportswear or automobile company.",reggae,0.9167109727859497,reggae,hiphop,0.8846172094345093,pop,0.8676504492759705,disco,0.8674490451812744,jazz,0.8600419163703918
45,classical,This song is played on a harpsichord. The harpsichord plays the bass and treble notes. This is a classical composition. There are no other instruments in this song. There are no voices in this song. This song can be used when a member of royalty arrives at a palace.,jazz,0.8422359824180603,jazz,classical,0.7837541103363037,country,0.7590723633766174,disco,0.7490358352661133,pop,0.7364108562469482
46,pop,This song has some experimental sounds. The string instrument sounds processed and slightly oriental. The synth plucks sound as running through different effects that are changing the bit rate and some filters. These elements are panned to the right and left and right side of the speakers playing different melodies. An acoustic drum is holding the whole construct together while an e-bass is playing his own run along with the drums. An e-guitar is playing long single chords. This song may be playing in an adventurous indie-videogame.,reggae,0.9051382541656494,reggae,pop,0.873779833316803,hiphop,0.8414022922515869,jazz,0.8326537609100342,disco,0.8124188184738159
47,hiphop,This song is a classical flamenco mixed with a HipHop groove drums playing a digital set along with a cowbell sound. A piano is playing a salsa melody in the low to high range. A trumpet sample is playing a short melody every fourth beat. A male voice is singing in a higher pitch along with backing vocals spread across both sides of the speakers. Then another male voice takes over rapping over the instrumental. This song may be playing with a speaker sitting on the bike cruising.,reggae,0.949236273765564,reggae,jazz,0.8359005451202393,hiphop,0.8283776640892029,disco,0.8115508556365967,pop,0.7493947148323059
48,country,This song comes with a male voice singing in a higher key and strings playing the same melody in the background in the midrange. A timpani hit is playing along with the drums. This song may be playing in a latin country where someone is cleaning the house with open doors and windows listening to this song in a very loud volume.,reggae,0.9342492818832397,reggae,jazz,0.90386563539505,disco,0.8082151412963867,pop,0.8027978539466858,blues,0.795581579208374
49,pop,"A female singer sings this passionate melody. The song is a medium  tempo with a groovy bass line , steady drumming, keyboard accompaniment, Indian percussion and tambourine accompaniment. The song is playful and romantic. The song is a modern Bollywood pop song with average quality audio.",pop,0.9495214223861694,pop,hiphop,0.8961561918258667,disco,0.8892422914505005,jazz,0.8713287711143494,reggae,0.8598028421401978
50,pop,"This song is a Retro electronic instrumental. The tempo is fast with electronically arranged music, slick drumming, bright amplified keyboard harmony, tambourine beats,synthesiser arrangements and male and female vocalisation. The song is youthful, groovy,vibrant, upbeat, passionate, catchy and punchy. This song is a Retro EDM.",reggae,0.9277966022491455,reggae,hiphop,0.9070883989334106,disco,0.8802686333656311,pop,0.8608483076095581,jazz,0.7987656593322754
51,rock,"This song contains an acoustic drum playing a simple rock groove with an e-bass playing a bassline along with the e-guitar strumming chords on the same notes as the bass. A deep male voice is singing, almost streaming sounding wild and loud. Then a synth pad comes in playing a melody panned to the left side of the speaker. This song may be playing at a rock festival.",reggae,0.9264910817146301,reggae,hiphop,0.8601378798484802,pop,0.8506876230239868,jazz,0.8457337021827698,disco,0.8225308656692505
52,rock,"A e-guitar with a chorus effect is playing a simple, repeating chord progression while another guitar  is playing a bassline over it that sounds more like a countermelody. On top of that, slightly panned to the right side of the speakers, a xylophone is playing single notes with a lot of reverb. This song sounds repetitive and relaxing and soft. This song may be playing with earphones waiting for the bus.",reggae,0.8655742406845093,reggae,jazz,0.8541752099990845,pop,0.8274644613265991,blues,0.8048811554908752,disco,0.7465522885322571
53,country,"This music clip is of a musician playing a lilting melody on the Banjo. The tempo is medium with a rhythmic lead harmony. There is no other instrument used. The music is soft, mellow, nostalgic, and calming. Soothing and simple.",blues,0.9356237649917603,blues,jazz,0.910088062286377,disco,0.8211039304733276,rock,0.8180243372917175,country,0.7952648401260376
54,pop,This is an acoustic performance of a k-pop piece. The lead is a male vocal that is singing gently and melodically in the Korean language. He is also playing an acoustic guitar as the melodic background of the piece. The song is in the major scale which gives it this positive and uplifting aura. This piece could be used in the soundtrack of a coming-of-age/teenage drama TV series that takes place in Korea. It could also be playing in the background of a coffee house.,pop,0.8810110688209534,pop,reggae,0.7959034442901611,jazz,0.78737872838974,hiphop,0.7344569563865662,disco,0.7099406719207764
55,rock,This is the live performance of a hard rock piece. There is a male vocal who is shouting at the crowd while revving up a chainsaw. The electric guitar is playing the melody while the bass guitar is playing in the background. The acoustic drums are playing a simple blues rock beat. The atmosphere is aggressive.,blues,0.8030620813369751,blues,disco,0.7499750852584839,reggae,0.7438909411430359,jazz,0.723557710647583,hiphop,0.6898391246795654
56,jazz,"A male vocalist sings this mellow song.he tempo is medium with jazz style piano accompaniment, synthesiser articulation, slick drumming, funky bass line, cajun beat and an interactive vocal harmony. The music is mellow, soothing, ambient, soulful, passionate, emotional and persuasive. This song is a contemporary R&B/Soul.",reggae,0.9360109567642212,reggae,jazz,0.8416811227798462,disco,0.8275099396705627,hiphop,0.8054510951042175,pop,0.7622398138046265
57,rock,"An acoustic drum with a lot of reverb is playing a minimalistic slow groove along with an e-bass playing long single notes. A synth hit comes in for a moment and then an e-guitar is talking over it with a melody. The male voice sings with a lot of reverb, reverb and a chorus/flanger on his voice. The whole recording is full of reverb and the voice of the singer is using a ping pong delay. This song may be playing on a lazy day at home.",reggae,0.9109981060028076,reggae,jazz,0.8185450434684753,pop,0.8115333318710327,hiphop,0.7822320461273193,disco,0.7691404819488525
58,country,"A girl band sings this lively song. The tempo is medium with vibrant music. The audio quality is inferior so the music and vocals are incoherent. This is a live performance with ambient sounds of fans cheering, clapping and singing along. This song is a hit Country Rock.",reggae,0.9115502834320068,reggae,jazz,0.8939822912216187,pop,0.8612896203994751,disco,0.8237013220787048,blues,0.7964968681335449
59,country,The song is a slow country song - a country ballad played on a steel guitar. This is the type of song that would be suitable for an old country western movie where a hero character walks into a diner. This is a live recording and the song has a slow tempo.,blues,0.9297009706497192,blues,jazz,0.8476263284683228,reggae,0.7809995412826538,rock,0.7106192111968994,disco,0.696684718132019
60,jazz,"A male singer sings this groovy bop tune. The song is medium tempo with a groovy double bass playing, piano accompaniment, trumpet playing percussively and brush drumming rhythm. The song is entertaining and exciting. The song is a jazz dance tune with an electronica twist.",reggae,0.9457955956459045,reggae,jazz,0.9330720901489258,disco,0.8797359466552734,pop,0.8459386825561523,hiphop,0.831823468208313
61,rock,"The low quality recording features a cover of a rock song and it consists of an electric guitar feedback playing over a live performance instrumental that has crowd cheering, crowd clapping noises, smooth bass guitar, repetitive synth bells melody, punchy snare and kick hits and shimmering tambourine. It sounds emotional and easygoing.",reggae,0.8882330656051636,reggae,jazz,0.8848847150802612,disco,0.874603271484375,pop,0.8539832234382629,hiphop,0.8507202863693237
62,classical,This composition contains a cello playing in the lower register providing a bass melody while other violas and violins are playing a melody and a countermelody in the mid to high range. This song sounds suited for a wedding proposal.,jazz,0.8275976777076721,jazz,classical,0.7245566844940186,country,0.7222163677215576,disco,0.7043663859367371,pop,0.645545244216919
63,metal,"This is an instrumental heavy metal piece. The distorted electric guitar is playing an aggressive riff while accompanied by a bass guitar. In the rhythmic background, there is a slow but hard-hitting heavy metal beat played on the acoustic drums. The atmosphere is loud and violent. This piece can be used in the soundtrack of a movie/TV show involving crime. It could also be played at a rock bar or a sports venue.",metal,0.819740891456604,metal,blues,0.8066765666007996,rock,0.7753111124038696,disco,0.7386506795883179,hiphop,0.7005108594894409
64,classical,"The song is an instrumental. The tempo is slow with a choir harmonising and creating ethereal chants, string section and a philharmonic orchestra harmony backing. The song is ethereal and magical. The song has poor audio quality.",pop,0.908058226108551,pop,jazz,0.874700665473938,disco,0.8713672161102295,hiphop,0.8496192097663879,country,0.8203209042549133
65,hiphop,This song contains a thick acoustic drum sample playing a slow hiphop groove with a simple bassline. A female voice sample is singing while a male voice is rapping. his voice sounds doubled. This song may be playing in an urban shop.,reggae,0.9504494667053223,reggae,hiphop,0.897412896156311,disco,0.8287352323532104,pop,0.8108415603637695,jazz,0.7869055271148682
66,country,The song is an instrumental. The song is medium tempo with a groovy rhythm and fast fingers playing this banjo solo. The song is entertaining and exciting. The song is of poor audio quality and a live performance video.,jazz,0.9311244487762451,jazz,blues,0.9229350686073303,disco,0.8533465266227722,reggae,0.8494923114776611,rock,0.7944430112838745
67,classical,"This is a classical music piece played on the viola da gamba and the harpsichord. The performance is live, and the song has a refreshing, light and fun ""Spring"" feel to it.",jazz,0.8705810904502869,jazz,disco,0.7641894221305847,country,0.7480747103691101,classical,0.7439391016960144,pop,0.6787522435188293
68,metal,"The low quality recording features a traditional song that consists of wooden percussive elements, addictive accordion melody, smooth bass and some metallic buzzing sounds. Even though it is mono and noisy, it still sounds soulful and addictive.",jazz,0.8921416997909546,jazz,blues,0.879043459892273,reggae,0.8592975735664368,disco,0.8550415635108948,pop,0.8016929626464844
69,hiphop,"Male vocalist sings this upbeat Hip-Hop song. The tempo is fast with minimal instrumentation of a lively infectious, punchy drumming and enthusiastic vocal backup and incessant, vigorous vocalisation. The song is buoyant, catchy, punchy, funky, youthful,groovy, engaging, vibrant and vivacious. This song is contemporary Hip-Hop/Rap.",reggae,0.9152317047119141,reggae,hiphop,0.8764289021492004,disco,0.8379472494125366,pop,0.7826296091079712,jazz,0.7599502801895142
70,metal,"This clip is an instrumental of two separate tracks. The tempo is medium with the first clip of ambient nature sounds during a rainfall like, thunder, lightning and water flowing followed by  a rhythmic clanging of metal. The second clip is sinister music on the synthesiser followed by the buzzing of an electric circuit. The audio is dark, sinister, anticipatory, scary, suspenseful and spooky.",disco,0.898055911064148,disco,hiphop,0.8698400259017944,pop,0.8198027610778809,rock,0.8173792362213135,jazz,0.770282506942749
71,pop,"The low quality recording features a pop song that consists of an echoing male vocal singing over punchy kick and snare hits, shimmering hi hats, metallic percussions, synth lead melody, synth pad chords and groovy synth bass. It sounds energetic, nostalgic and exciting - like something you would hear in clubs during the 80s.",hiphop,0.923825740814209,hiphop,pop,0.9085330963134766,disco,0.9032204747200012,reggae,0.8824107050895691,jazz,0.829275906085968
72,jazz,"This salsa song features a female voice singing the main melody. This is accompanied by percussion on a drum kit as well as on a congo. The congo gives this song the salsa feel. The drum kit plays the cowbell and high pitched snare drum to add more of the salsa vibe. The bass plays groovy fills. Trumpets, trombones and saxophones play fills in between lines. They play in harmony. A piano plays jazzy chords in the background. This song can be played in a dance club for a salsa night.",reggae,0.9663093090057373,reggae,jazz,0.8686716556549072,disco,0.8336746692657471,hiphop,0.8068332672119141,pop,0.7342457175254822
73,metal,"This music is instrumental. The tempo is medium with a sharp melody of the xylophone. It is melodic, reverberating,    minimalist with a festive ring to it.",jazz,0.8946787118911743,jazz,disco,0.8912437558174133,blues,0.8406908512115479,rock,0.8321635723114014,classical,0.8155432939529419
74,classical,This is a classic music piece belonging to the baroque era. There is a soprano male vocal singing at an extraordinarily high pitch. The melody is being played by the violin and the cello. There is an emotional atmosphere to this piece. It could be playing in the background at a classy restaurant. It could also work well in the soundtrack of an art movie.,jazz,0.9186392426490784,jazz,pop,0.8478577136993408,disco,0.8389054536819458,country,0.8091531991958618,classical,0.7755880355834961
75,rock,"The low quality recording features a compilation of rock songs in-between which there is a flat male vocal talking. At the very beginning there is a short snippet of a groovy piano melody and fruity male vocal singing over it. After that, there is an even shorter snippet of a song that consists of acoustic rhythm guitar and a male vocalist singing over it. And at the end of the loop, there is a fade in into a flat male vocal singing with background vocals over punchy kick, punchy snare, shimmering cymbals, distorted bass guitar and electric guitar melody. Overall it sounds weird and chaotic, due to the arrangement of the sounds, but it is also energetic.",blues,0.8661075830459595,blues,jazz,0.8257339000701904,reggae,0.8004438877105713,pop,0.800383448600769,disco,0.7920967936515808
76,country,"Punk rock with a country twang, featuring an acoustic guitar strumming, an overdriven electric guitar playing lead, multiple male vocalists, male background vocals and a simple chord progression. The drums play an uptempo country beat, or ""train beat"" more specifically. The kind of band you might hear at a pub in a semi-rural suburb.",blues,0.89149010181427,blues,rock,0.7199200391769409,jazz,0.6990441083908081,reggae,0.6971925497055054,metal,0.658110499382019
