genre,graph_path,feature_path
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00026.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00026.npy
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00096.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00096.npy
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00068.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00068.npy
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00074.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00074.npy
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00044.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00044.npy
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00093.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00093.npy
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00073.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00073.npy
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00098.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00098.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00094.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00094.npy
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00095.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00095.npy
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00031.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00031.npy
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00060.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00060.npy
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00066.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00066.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00034.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00034.npy
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00026.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00026.npy
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00016.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00016.npy
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00072.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00072.npy
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00092.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00092.npy
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00091.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00091.npy
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00018.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00018.npy
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00012.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00012.npy
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00004.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00004.npy
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00025.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00025.npy
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00069.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00069.npy
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00011.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00011.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00071.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00071.npy
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00089.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00089.npy
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00015.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00015.npy
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00047.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00047.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00003.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00003.npy
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00044.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00044.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00024.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00024.npy
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00036.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00036.npy
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00087.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00087.npy
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00030.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00030.npy
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00025.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00025.npy
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00038.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00038.npy
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00082.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00082.npy
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00018.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00018.npy
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00048.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00048.npy
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00030.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00030.npy
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00061.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00061.npy
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00009.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00009.npy
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00005.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00005.npy
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00097.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00097.npy
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00079.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00079.npy
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00075.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00075.npy
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00017.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00017.npy
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00020.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00020.npy
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00096.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00096.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00048.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00048.npy
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00051.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00051.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00027.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00027.npy
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00071.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00071.npy
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00030.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00030.npy
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00014.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00014.npy
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00086.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00086.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00045.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00045.npy
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00055.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00055.npy
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00007.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00007.npy
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00067.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00067.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00097.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00097.npy
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00017.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00017.npy
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00005.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00005.npy
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00048.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00048.npy
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00031.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00031.npy
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00002.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00002.npy
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00013.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00013.npy
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00010.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00010.npy
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00046.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00046.npy
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00066.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00066.npy
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00062.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00062.npy
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00048.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00048.npy
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00081.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00081.npy
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00079.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00079.npy
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00040.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00040.npy
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00078.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00078.npy
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00072.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00072.npy
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00017.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00017.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00002.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00002.npy
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00032.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00032.npy
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00097.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00097.npy
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00073.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00073.npy
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00073.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00073.npy
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00034.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00034.npy
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00071.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00071.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00042.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00042.npy
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00006.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00006.npy
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00002.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00002.npy
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00072.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00072.npy
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00096.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00096.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00021.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00021.npy
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00041.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00041.npy
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00050.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00050.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00068.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00068.npy
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00005.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00005.npy
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00064.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00064.npy
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00054.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00054.npy
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00050.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00050.npy
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00052.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00052.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00033.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00033.npy
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00001.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00001.npy
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00013.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00013.npy
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00003.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00003.npy
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00026.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00026.npy
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00053.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00053.npy
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00083.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00083.npy
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00043.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00043.npy
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00081.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00081.npy
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00004.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00004.npy
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00097.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00097.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00063.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00063.npy
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00066.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00066.npy
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00042.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00042.npy
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00027.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00027.npy
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00082.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00082.npy
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00012.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00012.npy
